PRODUCE,COST PER POUND,POUNDS SOLD,TOTAL
Ginger,5.13,18.8,"=ROUND(B2812*C2812,2)"
Grapefruit,0.76,9.700000000000001,"=ROUND(B2813*C2813,2)"
Spinach,4.12,32.7,"=ROUND(B2814*C2814,2)"
Parsnips,2.27,18.5,"=ROUND(B2815*C2815,2)"
Green peppers,1.89,38,"=ROUND(B2816*C2816,2)"
Celery,1.19,26.5,"=ROUND(B2817*C2817,2)"
Grapes,2.63,18.5,"=ROUND(B2818*C2818,2)"
Grapefruit,0.76,6,"=ROUND(B2819*C2819,2)"
Green cabbage,0.8,26.1,"=ROUND(B2820*C2820,2)"
Spinach,4.12,34.6,"=ROUND(B2821*C2821,2)"
Potatoes,0.86,8.8,"=ROUND(B2822*C2822,2)"
Eggplant,2.32,28.4,"=ROUND(B2823*C2823,2)"
Green beans,2.52,26.4,"=ROUND(B2824*C2824,2)"
Lettuce,1.88,20,"=ROUND(B2825*C2825,2)"
Bananas,0.86,1.6,"=ROUND(B2826*C2826,2)"
Lemon,1.27,36.5,"=ROUND(B2827*C2827,2)"
Lemon,1.27,32.5,"=ROUND(B2828*C2828,2)"
Grapefruit,0.76,8.1,"=ROUND(B2829*C2829,2)"
Cherries,9.5,16.9,"=ROUND(B2830*C2830,2)"
Tomatoes,3.16,1.9,"=ROUND(B2831*C2831,2)"
Okra,2.26,7.600000000000001,"=ROUND(B2832*C2832,2)"
Parsnips,2.27,14.2,"=ROUND(B2833*C2833,2)"
Green cabbage,0.8,14.9,"=ROUND(B2834*C2834,2)"
Cucumber,1.07,30.2,"=ROUND(B2835*C2835,2)"
Brussels sprouts,1.65,7.800000000000001,"=ROUND(B2836*C2836,2)"
Okra,2.26,19,"=ROUND(B2837*C2837,2)"
Cucumber,1.07,21.6,"=ROUND(B2838*C2838,2)"
Coconuts,1.18,35.6,"=ROUND(B2839*C2839,2)"
Brussels sprouts,1.65,22.5,"=ROUND(B2840*C2840,2)"
Green peppers,1.89,10.2,"=ROUND(B2841*C2841,2)"
Watermelon,0.66,30.5,"=ROUND(B2842*C2842,2)"
Cherries,9.5,29,"=ROUND(B2843*C2843,2)"
Apricots,3.71,3.7,"=ROUND(B2844*C2844,2)"
Butternut squash,1.28,18.3,"=ROUND(B2845*C2845,2)"
Eggplant,2.32,12.4,"=ROUND(B2846*C2846,2)"
Lemon,1.27,19.4,"=ROUND(B2847*C2847,2)"
Kale,5.02,24.9,"=ROUND(B2848*C2848,2)"
Lime,1.06,34.2,"=ROUND(B2849*C2849,2)"
Avocados,3.23,36.3,"=ROUND(B2850*C2850,2)"
Potatoes,0.86,30.8,"=ROUND(B2851*C2851,2)"
Parsnips,2.27,11.7,"=ROUND(B2852*C2852,2)"
Strawberries,4.4,8.3,"=ROUND(B2853*C2853,2)"
Bananas,0.86,22.5,"=ROUND(B2854*C2854,2)"
Eggplant,2.32,6.2,"=ROUND(B2855*C2855,2)"
Beets,1.51,38.40000000000001,"=ROUND(B2856*C2856,2)"
Grapes,2.63,3.5,"=ROUND(B2857*C2857,2)"
Ginger,5.13,16.9,"=ROUND(B2858*C2858,2)"
Asparagus,2.49,36.8,"=ROUND(B2859*C2859,2)"
Parsnips,2.27,37.9,"=ROUND(B2860*C2860,2)"
Lime,1.06,30.9,"=ROUND(B2861*C2861,2)"
Asparagus,2.49,36.1,"=ROUND(B2862*C2862,2)"
Parsnips,2.27,33.2,"=ROUND(B2863*C2863,2)"
Butternut squash,1.28,39.1,"=ROUND(B2864*C2864,2)"
Apples,1.88,37.1,"=ROUND(B2865*C2865,2)"
Parsnips,2.27,24.1,"=ROUND(B2866*C2866,2)"
Ginger,5.13,29.7,"=ROUND(B2867*C2867,2)"
Lime,1.06,34.2,"=ROUND(B2868*C2868,2)"
Strawberries,4.4,30.4,"=ROUND(B2869*C2869,2)"
Fava beans,2.69,33.2,"=ROUND(B2870*C2870,2)"
Orange,1.09,29.9,"=ROUND(B2871*C2871,2)"
Apples,1.88,14.8,"=ROUND(B2872*C2872,2)"
Beets,1.51,10.3,"=ROUND(B2873*C2873,2)"
Lemon,1.27,32.7,"=ROUND(B2874*C2874,2)"
Garlic,3.07,32.4,"=ROUND(B2875*C2875,2)"
Lime,1.06,26.7,"=ROUND(B2876*C2876,2)"
Orange,1.09,18.6,"=ROUND(B2877*C2877,2)"
Green beans,2.52,22.5,"=ROUND(B2878*C2878,2)"
Bananas,0.86,24.6,"=ROUND(B2879*C2879,2)"
Butternut squash,1.28,2.5,"=ROUND(B2880*C2880,2)"
Asparagus,2.49,28.3,"=ROUND(B2881*C2881,2)"
Potatoes,0.86,13,"=ROUND(B2882*C2882,2)"
Tomatoes,3.16,31.2,"=ROUND(B2883*C2883,2)"
Parsnips,2.27,8.9,"=ROUND(B2884*C2884,2)"
Red onion,0.78,9,"=ROUND(B2885*C2885,2)"
Lemon,1.27,21,"=ROUND(B2886*C2886,2)"
Watermelon,0.66,8.700000000000001,"=ROUND(B2887*C2887,2)"
Kale,5.02,23.4,"=ROUND(B2888*C2888,2)"
Corn,1.07,21.6,"=ROUND(B2889*C2889,2)"
Celery,1.19,27.8,"=ROUND(B2890*C2890,2)"
Garlic,3.07,22.9,"=ROUND(B2891*C2891,2)"
Apricots,3.71,29.4,"=ROUND(B2892*C2892,2)"
Green peppers,1.89,29.4,"=ROUND(B2893*C2893,2)"
Cucumber,1.07,30.9,"=ROUND(B2894*C2894,2)"
Cherries,9.5,29.1,"=ROUND(B2895*C2895,2)"
Okra,2.26,2.6,"=ROUND(B2896*C2896,2)"
Parsnips,2.27,1,"=ROUND(B2897*C2897,2)"
Lime,1.06,14.3,"=ROUND(B2898*C2898,2)"
Lime,1.06,19.1,"=ROUND(B2899*C2899,2)"
Cherries,9.5,23.2,"=ROUND(B2900*C2900,2)"
Celery,1.19,32.2,"=ROUND(B2901*C2901,2)"
Apricots,3.71,24.3,"=ROUND(B2902*C2902,2)"
Cucumber,1.07,8.700000000000001,"=ROUND(B2903*C2903,2)"
Tomatoes,3.16,12.2,"=ROUND(B2904*C2904,2)"
Butternut squash,1.28,37.2,"=ROUND(B2905*C2905,2)"
Red onion,0.78,20.4,"=ROUND(B2906*C2906,2)"
Green beans,2.52,8,"=ROUND(B2907*C2907,2)"
Beets,1.51,5.2,"=ROUND(B2908*C2908,2)"
Fava beans,2.69,38.2,"=ROUND(B2909*C2909,2)"
Lemon,1.27,36,"=ROUND(B2910*C2910,2)"
Okra,2.26,16.7,"=ROUND(B2911*C2911,2)"
Daikon,1.4,24.8,"=ROUND(B2912*C2912,2)"
Eggplant,2.32,15.6,"=ROUND(B2913*C2913,2)"
Grapefruit,0.76,36.1,"=ROUND(B2914*C2914,2)"
Papaya,1.34,22,"=ROUND(B2915*C2915,2)"
Lemon,1.27,12.4,"=ROUND(B2916*C2916,2)"
Watermelon,0.66,24.3,"=ROUND(B2917*C2917,2)"
Watermelon,0.66,30,"=ROUND(B2918*C2918,2)"
Yellow peppers,2.87,4.5,"=ROUND(B2919*C2919,2)"
Orange,1.09,35.8,"=ROUND(B2920*C2920,2)"
Kale,5.02,39.7,"=ROUND(B2921*C2921,2)"
Cherries,9.5,39.2,"=ROUND(B2922*C2922,2)"
Bananas,0.86,33.3,"=ROUND(B2923*C2923,2)"
Lemon,1.27,15.8,"=ROUND(B2924*C2924,2)"
Daikon,1.4,38,"=ROUND(B2925*C2925,2)"
Butternut squash,1.28,22,"=ROUND(B2926*C2926,2)"
Watermelon,0.66,20.4,"=ROUND(B2927*C2927,2)"
Yellow peppers,2.87,28.4,"=ROUND(B2928*C2928,2)"
Spinach,4.12,15.9,"=ROUND(B2929*C2929,2)"
Garlic,3.07,13.8,"=ROUND(B2930*C2930,2)"
Butternut squash,1.28,8.700000000000001,"=ROUND(B2931*C2931,2)"
Ginger,5.13,35.9,"=ROUND(B2932*C2932,2)"
Yellow peppers,2.87,23.7,"=ROUND(B2933*C2933,2)"
Yellow peppers,2.87,16,"=ROUND(B2934*C2934,2)"
Eggplant,2.32,34.9,"=ROUND(B2935*C2935,2)"
Cherries,9.5,12.8,"=ROUND(B2936*C2936,2)"
Cherries,9.5,29.5,"=ROUND(B2937*C2937,2)"
Cucumber,1.07,23.4,"=ROUND(B2938*C2938,2)"
Brussels sprouts,1.65,6.800000000000001,"=ROUND(B2939*C2939,2)"
Beets,1.51,10.7,"=ROUND(B2940*C2940,2)"
Fava beans,2.69,5.7,"=ROUND(B2941*C2941,2)"
Spinach,4.12,25.4,"=ROUND(B2942*C2942,2)"
Fava beans,2.69,35.7,"=ROUND(B2943*C2943,2)"
Papaya,1.34,18.5,"=ROUND(B2944*C2944,2)"
Cherries,9.5,35.6,"=ROUND(B2945*C2945,2)"
Coconuts,1.18,21.3,"=ROUND(B2946*C2946,2)"
Grapes,2.63,4.4,"=ROUND(B2947*C2947,2)"
Beets,1.51,12.5,"=ROUND(B2948*C2948,2)"
Lime,1.06,26.7,"=ROUND(B2949*C2949,2)"
Ginger,5.13,23.8,"=ROUND(B2950*C2950,2)"
Bok choy,1.42,3.3,"=ROUND(B2951*C2951,2)"
Green peppers,1.89,21.7,"=ROUND(B2952*C2952,2)"
Apples,1.88,17.8,"=ROUND(B2953*C2953,2)"
Watermelon,0.66,28.8,"=ROUND(B2954*C2954,2)"
Asparagus,2.49,5.100000000000001,"=ROUND(B2955*C2955,2)"
Grapes,2.63,16.6,"=ROUND(B2956*C2956,2)"
Corn,1.07,1.2,"=ROUND(B2957*C2957,2)"
Green peppers,1.89,16.3,"=ROUND(B2958*C2958,2)"
Ginger,5.13,24.6,"=ROUND(B2959*C2959,2)"
Asparagus,2.49,19.8,"=ROUND(B2960*C2960,2)"
Cherries,9.5,17.2,"=ROUND(B2961*C2961,2)"
Daikon,1.4,8,"=ROUND(B2962*C2962,2)"
Celery,1.19,35.2,"=ROUND(B2963*C2963,2)"
Bok choy,1.42,19.7,"=ROUND(B2964*C2964,2)"
Green peppers,1.89,17.3,"=ROUND(B2965*C2965,2)"
Carrots,1.26,31.8,"=ROUND(B2966*C2966,2)"
Daikon,1.4,28,"=ROUND(B2967*C2967,2)"
Tomatoes,3.16,7.600000000000001,"=ROUND(B2968*C2968,2)"
Daikon,1.4,1.7,"=ROUND(B2969*C2969,2)"
Watermelon,0.66,12.6,"=ROUND(B2970*C2970,2)"
Corn,1.07,25,"=ROUND(B2971*C2971,2)"
Brussels sprouts,1.65,17.3,"=ROUND(B2972*C2972,2)"
Orange,1.09,8.200000000000001,"=ROUND(B2973*C2973,2)"
Lettuce,1.88,37.3,"=ROUND(B2974*C2974,2)"
Apples,1.88,39.90000000000001,"=ROUND(B2975*C2975,2)"
Kale,5.02,28.3,"=ROUND(B2976*C2976,2)"
Lemon,1.27,14.3,"=ROUND(B2977*C2977,2)"
Green peppers,1.89,7.7,"=ROUND(B2978*C2978,2)"
Ginger,5.13,29.7,"=ROUND(B2979*C2979,2)"
Daikon,1.4,5.7,"=ROUND(B2980*C2980,2)"
Avocados,3.23,15.7,"=ROUND(B2981*C2981,2)"
Yellow peppers,2.87,12.9,"=ROUND(B2982*C2982,2)"
Grapes,2.63,30.5,"=ROUND(B2983*C2983,2)"
Yellow peppers,2.87,20.2,"=ROUND(B2984*C2984,2)"
Apples,1.88,35.4,"=ROUND(B2985*C2985,2)"
Butternut squash,1.28,37.4,"=ROUND(B2986*C2986,2)"
Garlic,3.07,5.4,"=ROUND(B2987*C2987,2)"
Papaya,1.34,19.8,"=ROUND(B2988*C2988,2)"
Orange,1.09,8.8,"=ROUND(B2989*C2989,2)"
Green peppers,1.89,15.4,"=ROUND(B2990*C2990,2)"
Apples,1.88,36.2,"=ROUND(B2991*C2991,2)"
Red onion,0.78,8.6,"=ROUND(B2992*C2992,2)"
Cucumber,1.07,29.4,"=ROUND(B2993*C2993,2)"
Carrots,1.26,20.5,"=ROUND(B2994*C2994,2)"
Grapefruit,0.76,16.6,"=ROUND(B2995*C2995,2)"
Green cabbage,0.8,6.4,"=ROUND(B2996*C2996,2)"
Cucumber,1.07,36.8,"=ROUND(B2997*C2997,2)"
Papaya,1.34,31.8,"=ROUND(B2998*C2998,2)"
Asparagus,2.49,21.6,"=ROUND(B2999*C2999,2)"
Corn,1.07,34.7,"=ROUND(B3000*C3000,2)"
Cucumber,1.07,5.7,"=ROUND(B3001*C3001,2)"
Green cabbage,0.8,5.5,"=ROUND(B3002*C3002,2)"
Apricots,3.71,12,"=ROUND(B3003*C3003,2)"
Watermelon,0.66,29.9,"=ROUND(B3004*C3004,2)"
Potatoes,0.86,7.600000000000001,"=ROUND(B3005*C3005,2)"
Parsnips,2.27,30.2,"=ROUND(B3006*C3006,2)"
Bananas,0.86,31.3,"=ROUND(B3007*C3007,2)"
Green peppers,1.89,24.2,"=ROUND(B3008*C3008,2)"
Lemon,1.27,39.1,"=ROUND(B3009*C3009,2)"
Green cabbage,0.8,29,"=ROUND(B3010*C3010,2)"
Apricots,3.71,12.8,"=ROUND(B3011*C3011,2)"
Beets,1.51,0.9,"=ROUND(B3012*C3012,2)"
Tomatoes,3.16,31.8,"=ROUND(B3013*C3013,2)"
Okra,2.26,35.4,"=ROUND(B3014*C3014,2)"
Lemon,1.27,27.5,"=ROUND(B3015*C3015,2)"
Strawberries,4.4,22,"=ROUND(B3016*C3016,2)"
Daikon,1.4,30.6,"=ROUND(B3017*C3017,2)"
Cherries,9.5,32.3,"=ROUND(B3018*C3018,2)"
Tomatoes,3.16,26.2,"=ROUND(B3019*C3019,2)"
Okra,2.26,31,"=ROUND(B3020*C3020,2)"
Apricots,3.71,29.6,"=ROUND(B3021*C3021,2)"
Daikon,1.4,23.4,"=ROUND(B3022*C3022,2)"
Ginger,5.13,26.1,"=ROUND(B3023*C3023,2)"
Garlic,3.07,10.1,"=ROUND(B3024*C3024,2)"
Grapes,2.63,12.2,"=ROUND(B3025*C3025,2)"
Carrots,1.26,3.9,"=ROUND(B3026*C3026,2)"
Ginger,5.13,3,"=ROUND(B3027*C3027,2)"
Watermelon,0.66,20.1,"=ROUND(B3028*C3028,2)"
Ginger,5.13,26.9,"=ROUND(B3029*C3029,2)"
Bok choy,1.42,31.8,"=ROUND(B3030*C3030,2)"
Coconuts,1.18,27.1,"=ROUND(B3031*C3031,2)"
Garlic,3.07,10.7,"=ROUND(B3032*C3032,2)"
Papaya,1.34,34,"=ROUND(B3033*C3033,2)"
Lettuce,1.88,4.600000000000001,"=ROUND(B3034*C3034,2)"
Red onion,0.78,19.6,"=ROUND(B3035*C3035,2)"
Orange,1.09,25.5,"=ROUND(B3036*C3036,2)"
Bok choy,1.42,19.7,"=ROUND(B3037*C3037,2)"
Asparagus,2.49,3.2,"=ROUND(B3038*C3038,2)"
Avocados,3.23,38.5,"=ROUND(B3039*C3039,2)"
Potatoes,0.86,14.4,"=ROUND(B3040*C3040,2)"
Potatoes,0.86,25.9,"=ROUND(B3041*C3041,2)"
Celery,1.19,11.2,"=ROUND(B3042*C3042,2)"
Beets,1.51,39.7,"=ROUND(B3043*C3043,2)"
Asparagus,2.49,7.300000000000001,"=ROUND(B3044*C3044,2)"
Yellow peppers,2.87,19.4,"=ROUND(B3045*C3045,2)"
Cucumber,1.07,6.5,"=ROUND(B3046*C3046,2)"
Bok choy,1.42,0.7000000000000001,"=ROUND(B3047*C3047,2)"
Fava beans,2.69,27.6,"=ROUND(B3048*C3048,2)"
Corn,1.07,26.8,"=ROUND(B3049*C3049,2)"
Apricots,3.71,3.7,"=ROUND(B3050*C3050,2)"
Lime,1.06,7.7,"=ROUND(B3051*C3051,2)"
Green peppers,1.89,25.8,"=ROUND(B3052*C3052,2)"
Carrots,1.26,5.2,"=ROUND(B3053*C3053,2)"
Cucumber,1.07,32,"=ROUND(B3054*C3054,2)"
Coconuts,1.18,22.6,"=ROUND(B3055*C3055,2)"
Daikon,1.4,34.9,"=ROUND(B3056*C3056,2)"
Papaya,1.34,29.2,"=ROUND(B3057*C3057,2)"
Celery,1.19,10.8,"=ROUND(B3058*C3058,2)"
Bok choy,1.42,0.7000000000000001,"=ROUND(B3059*C3059,2)"
Orange,1.09,19.4,"=ROUND(B3060*C3060,2)"
Avocados,3.23,19.3,"=ROUND(B3061*C3061,2)"
Ginger,5.13,37,"=ROUND(B3062*C3062,2)"
Apples,1.88,7.9,"=ROUND(B3063*C3063,2)"
Garlic,3.07,24,"=ROUND(B3064*C3064,2)"
Carrots,1.26,36.9,"=ROUND(B3065*C3065,2)"
Garlic,3.07,15.9,"=ROUND(B3066*C3066,2)"
Orange,1.09,27,"=ROUND(B3067*C3067,2)"
Orange,1.09,9.200000000000001,"=ROUND(B3068*C3068,2)"
Tomatoes,3.16,28.8,"=ROUND(B3069*C3069,2)"
Butternut squash,1.28,32.7,"=ROUND(B3070*C3070,2)"
Spinach,4.12,24.1,"=ROUND(B3071*C3071,2)"
Strawberries,4.4,37,"=ROUND(B3072*C3072,2)"
Tomatoes,3.16,20.6,"=ROUND(B3073*C3073,2)"
Celery,1.19,5.300000000000001,"=ROUND(B3074*C3074,2)"
Eggplant,2.32,2.3,"=ROUND(B3075*C3075,2)"
Bok choy,1.42,16.6,"=ROUND(B3076*C3076,2)"
Watermelon,0.66,27.9,"=ROUND(B3077*C3077,2)"
Watermelon,0.66,18,"=ROUND(B3078*C3078,2)"
Spinach,4.12,23.1,"=ROUND(B3079*C3079,2)"
Fava beans,2.69,23.1,"=ROUND(B3080*C3080,2)"
Apples,1.88,35.8,"=ROUND(B3081*C3081,2)"
Orange,1.09,20.2,"=ROUND(B3082*C3082,2)"
Okra,2.26,27.9,"=ROUND(B3083*C3083,2)"
Cucumber,1.07,38.40000000000001,"=ROUND(B3084*C3084,2)"
Avocados,3.23,8.6,"=ROUND(B3085*C3085,2)"
Avocados,3.23,12.9,"=ROUND(B3086*C3086,2)"
Kale,5.02,20.7,"=ROUND(B3087*C3087,2)"
Orange,1.09,5,"=ROUND(B3088*C3088,2)"
Strawberries,4.4,28.9,"=ROUND(B3089*C3089,2)"
Ginger,5.13,36.3,"=ROUND(B3090*C3090,2)"
Celery,1.19,39.7,"=ROUND(B3091*C3091,2)"
Papaya,1.34,32.2,"=ROUND(B3092*C3092,2)"
Fava beans,2.69,39.1,"=ROUND(B3093*C3093,2)"
Garlic,3.07,31,"=ROUND(B3094*C3094,2)"
Beets,1.51,3.3,"=ROUND(B3095*C3095,2)"
Tomatoes,3.16,7,"=ROUND(B3096*C3096,2)"
Okra,2.26,21.3,"=ROUND(B3097*C3097,2)"
Lemon,1.27,26,"=ROUND(B3098*C3098,2)"
Green cabbage,0.8,38.7,"=ROUND(B3099*C3099,2)"
Orange,1.09,5.2,"=ROUND(B3100*C3100,2)"
Cherries,9.5,38.2,"=ROUND(B3101*C3101,2)"
Green cabbage,0.8,38.5,"=ROUND(B3102*C3102,2)"
Cucumber,1.07,23,"=ROUND(B3103*C3103,2)"
Kale,5.02,5.9,"=ROUND(B3104*C3104,2)"
Cucumber,1.07,37.2,"=ROUND(B3105*C3105,2)"
Grapes,2.63,13.4,"=ROUND(B3106*C3106,2)"
Fava beans,2.69,36.8,"=ROUND(B3107*C3107,2)"
Parsnips,2.27,39.6,"=ROUND(B3108*C3108,2)"
Daikon,1.4,27,"=ROUND(B3109*C3109,2)"
Yellow peppers,2.87,7.300000000000001,"=ROUND(B3110*C3110,2)"
Celery,1.19,29.3,"=ROUND(B3111*C3111,2)"
Potatoes,0.86,0.5,"=ROUND(B3112*C3112,2)"
Watermelon,0.66,21,"=ROUND(B3113*C3113,2)"
Ginger,5.13,31.8,"=ROUND(B3114*C3114,2)"
Strawberries,4.4,33.2,"=ROUND(B3115*C3115,2)"
Lettuce,1.88,12,"=ROUND(B3116*C3116,2)"
Avocados,3.23,20.4,"=ROUND(B3117*C3117,2)"
Green beans,2.52,36.4,"=ROUND(B3118*C3118,2)"
Carrots,1.26,33.4,"=ROUND(B3119*C3119,2)"
Coconuts,1.18,38.1,"=ROUND(B3120*C3120,2)"
Ginger,5.13,35.9,"=ROUND(B3121*C3121,2)"
Beets,1.51,16.7,"=ROUND(B3122*C3122,2)"
Carrots,1.26,33.5,"=ROUND(B3123*C3123,2)"
Parsnips,2.27,21.9,"=ROUND(B3124*C3124,2)"
Carrots,1.26,29.9,"=ROUND(B3125*C3125,2)"
Lettuce,1.88,5.300000000000001,"=ROUND(B3126*C3126,2)"
Grapefruit,0.76,4.800000000000001,"=ROUND(B3127*C3127,2)"
Carrots,1.26,20,"=ROUND(B3128*C3128,2)"
Beets,1.51,30.5,"=ROUND(B3129*C3129,2)"
Cherries,9.5,25.9,"=ROUND(B3130*C3130,2)"
Okra,2.26,28.9,"=ROUND(B3131*C3131,2)"
Parsnips,2.27,13.7,"=ROUND(B3132*C3132,2)"
Garlic,3.07,38,"=ROUND(B3133*C3133,2)"
Spinach,4.12,35.5,"=ROUND(B3134*C3134,2)"
Celery,1.19,22.7,"=ROUND(B3135*C3135,2)"
Brussels sprouts,1.65,34.5,"=ROUND(B3136*C3136,2)"
Asparagus,2.49,12.3,"=ROUND(B3137*C3137,2)"
Apricots,3.71,35.6,"=ROUND(B3138*C3138,2)"
Bananas,0.86,28.8,"=ROUND(B3139*C3139,2)"
Strawberries,4.4,21.2,"=ROUND(B3140*C3140,2)"
Papaya,1.34,9,"=ROUND(B3141*C3141,2)"
Grapefruit,0.76,15.8,"=ROUND(B3142*C3142,2)"
Papaya,1.34,5,"=ROUND(B3143*C3143,2)"
Beets,1.51,3.5,"=ROUND(B3144*C3144,2)"
Coconuts,1.18,27.8,"=ROUND(B3145*C3145,2)"
Lemon,1.27,19.4,"=ROUND(B3146*C3146,2)"
Eggplant,2.32,19.3,"=ROUND(B3147*C3147,2)"
Butternut squash,1.28,20.1,"=ROUND(B3148*C3148,2)"
Spinach,4.12,7.2,"=ROUND(B3149*C3149,2)"
Garlic,3.07,2.3,"=ROUND(B3150*C3150,2)"
Eggplant,2.32,32.9,"=ROUND(B3151*C3151,2)"
Lime,1.06,17.5,"=ROUND(B3152*C3152,2)"
Cherries,9.5,3.7,"=ROUND(B3153*C3153,2)"
Carrots,1.26,35.2,"=ROUND(B3154*C3154,2)"
Green peppers,1.89,36.7,"=ROUND(B3155*C3155,2)"
Yellow peppers,2.87,19.9,"=ROUND(B3156*C3156,2)"
Ginger,5.13,21.9,"=ROUND(B3157*C3157,2)"
Apples,1.88,4.7,"=ROUND(B3158*C3158,2)"
Grapefruit,0.76,24.2,"=ROUND(B3159*C3159,2)"
Garlic,3.07,33.9,"=ROUND(B3160*C3160,2)"
Lemon,1.27,18.6,"=ROUND(B3161*C3161,2)"
Celery,1.19,25.6,"=ROUND(B3162*C3162,2)"
Spinach,4.12,7.9,"=ROUND(B3163*C3163,2)"
Okra,2.26,16.3,"=ROUND(B3164*C3164,2)"
Yellow peppers,2.87,7.4,"=ROUND(B3165*C3165,2)"
Brussels sprouts,1.65,18.9,"=ROUND(B3166*C3166,2)"
Butternut squash,1.28,18.1,"=ROUND(B3167*C3167,2)"
Apples,1.88,20.5,"=ROUND(B3168*C3168,2)"
Okra,2.26,30.1,"=ROUND(B3169*C3169,2)"
Cucumber,1.07,19.2,"=ROUND(B3170*C3170,2)"
Ginger,5.13,6.9,"=ROUND(B3171*C3171,2)"
Potatoes,0.86,1.7,"=ROUND(B3172*C3172,2)"
Avocados,3.23,19.2,"=ROUND(B3173*C3173,2)"
Daikon,1.4,24.9,"=ROUND(B3174*C3174,2)"
Spinach,4.12,8.5,"=ROUND(B3175*C3175,2)"
Spinach,4.12,31.3,"=ROUND(B3176*C3176,2)"
Lime,1.06,16,"=ROUND(B3177*C3177,2)"
Tomatoes,3.16,39.1,"=ROUND(B3178*C3178,2)"
Kale,5.02,1.6,"=ROUND(B3179*C3179,2)"
Bananas,0.86,4.4,"=ROUND(B3180*C3180,2)"
Celery,1.19,24.8,"=ROUND(B3181*C3181,2)"
Beets,1.51,1.1,"=ROUND(B3182*C3182,2)"
Ginger,5.13,14.8,"=ROUND(B3183*C3183,2)"
Butternut squash,1.28,17.1,"=ROUND(B3184*C3184,2)"
Red onion,0.78,13.2,"=ROUND(B3185*C3185,2)"
Apricots,3.71,35.9,"=ROUND(B3186*C3186,2)"
Ginger,5.13,27.2,"=ROUND(B3187*C3187,2)"
Apples,1.88,15.4,"=ROUND(B3188*C3188,2)"
Tomatoes,3.16,0.7000000000000001,"=ROUND(B3189*C3189,2)"
Fava beans,2.69,9.200000000000001,"=ROUND(B3190*C3190,2)"
Watermelon,0.66,1.3,"=ROUND(B3191*C3191,2)"
Coconuts,1.18,9.700000000000001,"=ROUND(B3192*C3192,2)"
Fava beans,2.69,11.6,"=ROUND(B3193*C3193,2)"
Grapefruit,0.76,29.9,"=ROUND(B3194*C3194,2)"
Butternut squash,1.28,28.8,"=ROUND(B3195*C3195,2)"
Coconuts,1.18,16.5,"=ROUND(B3196*C3196,2)"
Lettuce,1.88,33.7,"=ROUND(B3197*C3197,2)"
Papaya,1.34,35.1,"=ROUND(B3198*C3198,2)"
Ginger,5.13,8.200000000000001,"=ROUND(B3199*C3199,2)"
Eggplant,2.32,20.7,"=ROUND(B3200*C3200,2)"
Beets,1.51,5.5,"=ROUND(B3201*C3201,2)"
Tomatoes,3.16,2.4,"=ROUND(B3202*C3202,2)"
Orange,1.09,33.3,"=ROUND(B3203*C3203,2)"
Cherries,9.5,0.8,"=ROUND(B3204*C3204,2)"
Lemon,1.27,39.90000000000001,"=ROUND(B3205*C3205,2)"
Green peppers,1.89,22.3,"=ROUND(B3206*C3206,2)"
Carrots,1.26,13.5,"=ROUND(B3207*C3207,2)"
Eggplant,2.32,13,"=ROUND(B3208*C3208,2)"
Apples,1.88,19.2,"=ROUND(B3209*C3209,2)"
Lettuce,1.88,35.5,"=ROUND(B3210*C3210,2)"
Apricots,3.71,37.7,"=ROUND(B3211*C3211,2)"
Beets,1.51,36.6,"=ROUND(B3212*C3212,2)"
Kale,5.02,35.5,"=ROUND(B3213*C3213,2)"
Lime,1.06,39.8,"=ROUND(B3214*C3214,2)"
Garlic,3.07,36,"=ROUND(B3215*C3215,2)"
Fava beans,2.69,30.6,"=ROUND(B3216*C3216,2)"
Strawberries,4.4,14.6,"=ROUND(B3217*C3217,2)"
Brussels sprouts,1.65,15.5,"=ROUND(B3218*C3218,2)"
Tomatoes,3.16,19,"=ROUND(B3219*C3219,2)"
Watermelon,0.66,19.7,"=ROUND(B3220*C3220,2)"
Avocados,3.23,18.6,"=ROUND(B3221*C3221,2)"
Red onion,0.78,38.6,"=ROUND(B3222*C3222,2)"
Beets,1.51,12.4,"=ROUND(B3223*C3223,2)"
Papaya,1.34,14.7,"=ROUND(B3224*C3224,2)"
Daikon,1.4,32.6,"=ROUND(B3225*C3225,2)"
Garlic,3.07,29.8,"=ROUND(B3226*C3226,2)"
Grapes,2.63,17,"=ROUND(B3227*C3227,2)"
Avocados,3.23,33.7,"=ROUND(B3228*C3228,2)"
Papaya,1.34,14.2,"=ROUND(B3229*C3229,2)"
Spinach,4.12,40,"=ROUND(B3230*C3230,2)"
Coconuts,1.18,22.4,"=ROUND(B3231*C3231,2)"
Yellow peppers,2.87,18.6,"=ROUND(B3232*C3232,2)"
Potatoes,0.86,6.300000000000001,"=ROUND(B3233*C3233,2)"
Green peppers,1.89,36.1,"=ROUND(B3234*C3234,2)"
Lime,1.06,22.9,"=ROUND(B3235*C3235,2)"
Okra,2.26,10.2,"=ROUND(B3236*C3236,2)"
Parsnips,2.27,23.6,"=ROUND(B3237*C3237,2)"
Apples,1.88,0.9,"=ROUND(B3238*C3238,2)"
Grapefruit,0.76,31.7,"=ROUND(B3239*C3239,2)"
Green beans,2.52,21.1,"=ROUND(B3240*C3240,2)"
Brussels sprouts,1.65,33.5,"=ROUND(B3241*C3241,2)"
